date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:11:02	10863/10863	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a6f-6123ea4f-cbf3a4fa0d6a4831;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://pollyannaconsultancyservices.com/)
22:11:02	99524/99524	---MCZ	200	added ('OK')	text/html	etag:%2220-1631637662;gz%22	https://pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/donate-food-to-families-struggling-with-hunger-in-covids-second-wave/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/donate-food-to-families-struggling-with-hunger-in-covids-second-wave/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:02	36245/36245	---M-Z	200	added ('OK')	application/x-javascript	etag:%228d95-6123ea43-aa9bcdc888159002;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/frontend.minccfb.js	(from https://pollyannaconsultancyservices.com/)
22:11:02	98545/98545	---MCZ	200	added ('OK')	text/html	etag:%2221-1631637662;gz%22	https://pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/save-critical-patients-from-fighting-corona-at-home/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/save-critical-patients-from-fighting-corona-at-home/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:02	810/810	---M-Z	200	added ('OK')	application/x-javascript	etag:%2232a-6123ea7c-53cc513f241350c3;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle25b6.js	(from https://pollyannaconsultancyservices.com/)
22:11:03	98715/98715	---MCZ	200	added ('OK')	text/html	etag:%223-1631553953;gz%22	https://pollyannaconsultancyservices.com/registration/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/registration/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:03	14778/14778	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239ba-6123ea7c-1d3150040bb436ab;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.3.5	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor25b6.js	(from https://pollyannaconsultancyservices.com/)
22:11:03	31942/31942	---M-Z	200	added ('OK')	application/x-javascript	etag:%227cc6-6123ea43-f0597706f45e9bfb;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/js/preloaded-modules.minccfb.js	(from https://pollyannaconsultancyservices.com/)
22:11:03	99950/99950	---MCZ	200	added ('OK')	text/html	etag:%2222-1631637663;gz%22	https://pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/help-patients-breathe-as-they-battle-covid/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/pollyanna-covid-support-save-the-people/help-patients-breathe-as-they-battle-covid/index.html	(from https://pollyannaconsultancyservices.com/)
22:11:03	697/697	---M-Z	200	added ('OK')	image/svg+xml	etag:%222b9-6123ebdd-f4a745aff4e1fd51;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/templately/assets/images/logo-icon.svg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/templately/assets/images/logo-icon.svg	(from https://pollyannaconsultancyservices.com/wp-content/plugins/templately/assets/css/editor.css?ver=1.3.0)
22:11:04	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230fe0-6123ea4f-a9c61c730264974d;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.12.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
22:11:04	89444/89444	---M--	200	added ('OK')	font/woff2	etag:%2215d64-6123ea4f-960f9103415519ff;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.12.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff2	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
22:11:04	109168/109168	---M--	200	added ('OK')	application/font-woff	etag:%221aa70-6123ea4f-6ac2f9fd7493108a;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.12.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
22:11:04	200512/200512	---M--	200	added ('OK')	application/x-font-ttf	etag:%2230f40-6123ea4f-c86384bfda307d10;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.12.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.ttf	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
22:11:05	301767/301767	---M-Z	200	added ('OK')	image/svg+xml	etag:%2249ac7-6123ea4f-82ef5ec7c0bea708;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.12.0	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.svg	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
22:11:05	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-6123ea47-56326636bd7a2827;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:05	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-6123ea47-56326636bd7a2827;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:05	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-6123ea4b-b70a66023fe5f165;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:06	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%2215fcc-6123ea4b-7c80363df025e055;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:06	134040/134040	---M--	200	added ('OK')	application/x-font-ttf	etag:%2220b98-6123ea4b-90223b9247cd8219;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:06	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-6123ea4b-3fd1a1b5d5327ab7;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:06	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6819-6123ea4b-927507586efb9553;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:07	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-6123ea4b-3fd1a1b5d5327ab7;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:07	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-6123ea47-b107c180eed54f33;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:07	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-6123ea4b-7b5cb25d258b8b95;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:08	33736/33736	---M--	200	added ('OK')	application/x-font-ttf	etag:%2283c8-6123ea4b-a4f36501a21e2df0;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:08	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-6123ea4b-1d72264244755a4a;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:08	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-6123ea47-9a7ba31ef720e2af;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:08	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-6123ea47-9a7ba31ef720e2af;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:09	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-6123ea47-7af12bb2f481a83a;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:09	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-6123ea4b-e5ca3010881b4e46;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:09	202744/202744	---M--	200	added ('OK')	application/x-font-ttf	etag:%22317f8-6123ea4b-44adf25565e85b6d;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:09	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-6123ea4b-f1a44b60912698be;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.8.4)
22:11:10	192382/192382	---M--	200	added ('OK')	image/jpeg	etag:%222ef7e-606bf26a-80e66c399dca807a;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/04/pencils-clips-colour-pencils-1280558.jpg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/04/pencils-clips-colour-pencils-1280558.jpg	(from https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-142.css?ver=1629748996)
22:11:10	350558/350558	---M--	200	added ('OK')	image/jpeg	etag:%225595e-606bf821-f12ea9d5efc90061;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/04/cta1.jpg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/04/cta1.jpg	(from https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-142.css?ver=1629748996)
22:11:10	98972/98972	---M--	200	added ('OK')	image/jpeg	etag:%221829c-603459f1-6ccc1873fd2c254c;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/02/office-bg.jpg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/02/office-bg.jpg	(from https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-142.css?ver=1629748996)
22:11:11	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-6123ea7c-3f2fd8d9079f6eb7;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5)
22:11:11	442864/442864	---M--	200	added ('OK')	application/font-woff	etag:%226c1f0-6123ea84-4463d20c777d91e0;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?y24e1e	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.3.5)
22:11:11	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-6123ea7c-570d4581ed8be2ba;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5)
22:11:12	158/158	---M--	200	added ('OK')	image/png	etag:%229e-6123ea7c-b515d4d6eab12def;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5)
22:11:12	148/148	---M--	200	added ('OK')	image/png	etag:%2294-6123ea7c-bc407a77540893c3;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5)
22:11:12	257/257	---M--	200	added ('OK')	image/svg+xml	etag:%22101-6123ea7c-4477ad54fefe99fe;;;%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/img/cross-out.svg	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.3.5)
22:11:13	24883/24883	---M-Z	200	added ('OK')	text/css	etag:%226133-61273f5f-594fa293762dee21;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-84.css?ver=1629962079	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-84a6e9.css	(from https://pollyannaconsultancyservices.com/about-us/)
22:11:13	69821/69821	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Sep%202021%2016:41:13%20GMT	https://pollyannaconsultancyservices.com/Trident/	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/Trident/index.html	(from https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=4.8.4)
22:11:13	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-6123ea4f-86b2e1fe0283a0de;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://pollyannaconsultancyservices.com/about-us/)
22:11:13	21115/21115	---MCZ	200	added ('OK')	application/json	etag:%2223-1631637673;gz%22	https://pollyannaconsultancyservices.com/wp-json/wp/v2/pages/84	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/wp/v2/pages/84.json	(from https://pollyannaconsultancyservices.com/about-us/)
22:11:14	2387/2387	---M-Z	200	added ('OK')	application/json	etag:%2224-1631637673;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2Fabout-us%2F	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed8501.json	(from https://pollyannaconsultancyservices.com/about-us/)
22:11:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Sep%202021%2016:41:14%20GMT	https://pollyannaconsultancyservices.com/?p=84	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/index735a.html	(from https://pollyannaconsultancyservices.com/about-us/)
22:11:14	2479/2479	---M-Z	200	added ('OK')	text/xml	etag:%2225-1631637674;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2Fabout-us%2F&format=xml	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed75c1	(from https://pollyannaconsultancyservices.com/about-us/)
22:11:15	30239/30239	---M--	200	added ('OK')	image/png	etag:%22761f-6081079e-541236fffe3e4e7a;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/04/feature2-free-img.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/04/feature2-free-img.png	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:15	27906/27906	---M-Z	200	added ('OK')	text/css	etag:%226d02-6128722f-87f7e2f556fb54ea;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-1359.css?ver=1630040623	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-13599c8c.css	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:15	33109/33109	---MCZ	200	added ('OK')	application/json	etag:%2226-1631637675;gz%22	https://pollyannaconsultancyservices.com/wp-json/wp/v2/pages/1359	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/wp/v2/pages/1359.json	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:16	2410/2410	---M-Z	200	added ('OK')	application/json	etag:%2227-1631637675;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2Four-services%2F	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embedbecb.json	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Sep%202021%2016:41:16%20GMT	https://pollyannaconsultancyservices.com/?p=1359	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/index01d1.html	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:16	2502/2502	---M-Z	200	added ('OK')	text/xml	etag:%2228-1631637676;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2Four-services%2F&format=xml	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embedd00a	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:16	39410/39410	---M--	200	added ('OK')	image/png	etag:%2299f2-608107a2-5988c99b61196517;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/04/feature1-free-img.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/04/feature1-free-img.png	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:16	16765/16765	---M--	200	added ('OK')	image/png	etag:%22417d-608107a5-1ed9153b08493be3;;;%22	https://pollyannaconsultancyservices.com/wp-content/uploads/2021/04/feature3-free-img.png	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/2021/04/feature3-free-img.png	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:17	26637/26637	---M-Z	200	added ('OK')	application/x-javascript	etag:%22680d-6123ea60-e1052b19e14bb4c0;gz%22	https://pollyannaconsultancyservices.com/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=1.6.4	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/plugins/header-footer-elementor/inc/js/frontend2745.js	(from https://pollyannaconsultancyservices.com/our-services/)
22:11:17	2722/2722	---M-Z	200	added ('OK')	text/css	etag:%22aa2-6125491f-822be36620f2f5ea;gz%22	https://pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-928.css?ver=1629833503	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-content/uploads/elementor/css/post-9289ee2.css	(from https://pollyannaconsultancyservices.com/training-services/)
22:11:18	3924/3924	---M-Z	200	added ('OK')	application/json	etag:%2229-1631637677;gz%22	https://pollyannaconsultancyservices.com/wp-json/wp/v2/pages/928	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/wp/v2/pages/928.json	(from https://pollyannaconsultancyservices.com/training-services/)
22:11:18	2432/2432	---M-Z	200	added ('OK')	application/json	etag:%2230-1631637678;gz%22	https://pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpollyannaconsultancyservices.com%2Ftraining-services%2F	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/wp-json/oembed/1.0/embed1da9.json	(from https://pollyannaconsultancyservices.com/training-services/)
22:11:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2014%20Sep%202021%2016:41:18%20GMT	https://pollyannaconsultancyservices.com/?p=928	G:/My%20Web%20Sites/pcs/pollyannaconsultancyservices.com/indexf065.html	(from https://pollyannaconsultancyservices.com/training-services/)
